,Open,High,Low,Close,EVZCLS,GVZCLS
mean,1331.4964525595044,1340.2280958591457,1323.3776328659928,1331.706768829475,8.258127607767035,16.35582438284101
standard deviation,329.7222075527991,332.11495530642173,327.732778866831,330.1146052811378,2.199782202942867,4.241112965400358
